Time,ECG,PCG,PPG
55900,513,836,38605
55910,514,791,38612
55920,513,822,38620
55930,513,778,38619
55940,516,807,38617
55950,512,793,38617
55960,511,840,38621
55970,506,835,38613
55980,507,796,38592
55990,507,801,38592
56000,506,828,38592
56010,506,798,38589
56020,507,804,38599
56030,506,809,38593
56040,506,841,38607
56050,506,786,38608
56060,503,769,38601
56070,506,720,38628
56080,506,729,38646
56090,508,697,38640
56100,507,700,38641
56110,511,707,38631
56120,510,715,38638
56130,508,766,38613
56140,510,807,38600
56150,507,801,38600
56160,512,836,38602
56170,508,810,38601
56180,516,790,38601
56190,518,818,38603
56200,520,771,38600
56210,522,823,38611
56220,520,805,38619
56230,522,754,38613
56240,524,696,38613
56250,521,800,38620
56260,521,836,38624
56270,520,848,38608
56280,519,836,38583
56290,517,806,38588
56300,517,827,38586
56310,520,808,38593
56320,514,831,38599
56330,511,806,38591
56340,516,802,38607
56350,518,776,38602
56360,516,813,38607
56370,518,699,38631
56380,516,725,38637
56390,516,728,38643
56400,515,703,38651
56410,515,707,38636
56420,516,722,38627
56430,512,801,38614
56440,514,811,38605
56450,509,805,38611
56460,509,822,38608
56470,510,821,38606
56480,508,802,38607
56490,507,828,38596
56500,505,821,38605
56510,506,796,38620
56520,502,782,38617
56530,499,726,38605
56540,496,804,38618
56550,494,811,38607
56560,486,807,38618
56570,491,795,38592
56580,485,806,38580
56590,483,807,38582
56600,479,817,38584
56610,476,813,38589
56620,476,805,38590
56630,472,822,38600
56640,469,803,38613
56650,469,791,38602
56660,467,714,38612
56670,471,708,38632
56680,467,692,38646
56690,468,692,38650
56700,468,734,38642
56710,469,711,38640
56720,470,737,38632
56730,469,788,38609
56740,468,820,38606
56750,473,805,38613
56760,474,815,38602
56770,477,814,38598
56780,480,828,38603
56790,482,799,38601
56800,480,796,38605
56810,482,802,38622
56820,486,747,38621
56830,487,735,38611
56840,489,822,38623
56850,493,811,38617
56860,496,829,38614
56870,498,814,38588
56880,500,803,38575
56890,499,820,38578
56900,503,853,38582
56910,504,810,38595
56920,505,811,38590
56930,507,797,38605
56940,508,832,38613
56950,510,793,38614
56960,511,723,38618
56970,513,731,38632
56980,515,711,38646
56990,516,683,38652
57000,517,698,38645
57010,518,751,38643
57020,521,779,38621
57030,522,805,38604
57040,525,795,38592
57050,528,862,38611
57060,526,780,38604
57070,530,808,38603
57080,531,833,38606
57090,530,827,38603
57100,530,796,38601
57110,528,802,38617
57120,527,799,38616
57130,526,765,38605
57140,527,804,38617
57150,527,798,38618
57160,528,830,38624
57170,526,791,38592
57180,526,816,38576
57190,523,838,38582
57200,526,832,38586
57210,525,799,38593
57220,524,813,38602
57230,524,825,38596
57240,521,809,38610
57250,521,803,38610
57260,522,722,38623
57270,522,723,38647
57280,521,710,38659
57290,521,688,38660
57300,520,710,38647
57310,516,740,38647
57320,520,768,38607
57330,515,795,38601
57340,515,847,38608
57350,516,823,38612
57360,518,816,38605
57370,520,790,38608
57380,519,830,38604
57390,519,788,38605
57400,521,793,38607
57410,519,795,38620
57420,520,791,38615
57430,523,708,38611
57440,520,783,38627
57450,521,821,38624
57460,522,835,38616
57470,523,818,38590
57480,524,819,38592
57490,523,849,38593
57500,521,798,38600
57510,519,820,38612
57520,517,816,38599
57530,519,847,38610
57540,518,798,38608
57550,519,774,38609
57560,520,739,38632
57570,518,707,38640
57580,515,708,38651
57590,516,709,38643
57600,517,739,38651
57610,515,703,38639
57620,515,772,38607
57630,515,814,38594
57640,514,834,38607
57650,514,818,38604
57660,514,802,38597
57670,514,833,38603
57680,513,831,38598
57690,510,800,38609
57700,507,802,38614
57710,508,809,38623
57720,505,741,38616
57730,507,798,38615
57740,508,810,38612
57750,506,804,38625
57760,505,808,38602
57770,505,805,38585
57780,507,821,38590
57790,506,825,38595
57800,506,811,38595
57810,507,831,38589
57820,506,857,38607
57830,508,811,38608
57840,508,797,38604
57850,510,762,38608
57860,510,711,38619
57870,509,708,38641
57880,511,708,38653
57890,510,706,38638
57900,513,736,38634
57910,515,745,38626
57920,514,793,38604
57930,514,829,38598
57940,512,825,38596
57950,513,809,38609
57960,512,791,38603
57970,512,862,38605
57980,509,820,38598
57990,507,807,38607
58000,507,806,38622
58010,507,773,38623
58020,504,752,38617
58030,504,800,38616
58040,506,803,38627
58050,504,811,38624
58060,504,824,38596
58070,501,786,38580
58080,502,818,38589
58090,501,785,38588
58100,498,814,38601
58110,498,836,38592
58120,499,807,38609
58130,497,787,38610
58140,495,805,38609
58150,494,727,38623
58160,498,725,38630
58170,494,726,38647
58180,495,696,38649
58190,493,719,38635
58200,492,697,38639
58210,492,731,38621
58220,491,819,38603
58230,496,802,38609
58240,496,795,38605
58250,492,830,38608
58260,495,839,38608
58270,494,802,38596
58280,495,795,38598
58290,494,818,38608
58300,492,806,38618
58310,493,756,38612
58320,493,739,38616
58330,494,814,38620
58340,493,808,38613
58350,495,797,38622
58360,493,830,38588
58370,496,817,38583
58380,496,792,38593
58390,495,823,38600
58400,495,836,38603
58410,496,813,38591
58420,495,765,38599
58430,492,796,38607
58440,493,785,38595
58450,491,753,38620
58460,493,694,38629
58470,493,696,38647
58480,493,693,38646
58490,492,710,38639
58500,488,744,38637
58510,495,816,38613
58520,492,836,38608
58530,493,797,38607
58540,492,816,38610
58550,498,822,38609
58560,498,840,38605
58570,502,849,38594
58580,504,823,38605
58590,505,833,38613
58600,506,786,38621
58610,509,741,38615
58620,509,823,38627
58630,509,843,38615
58640,508,792,38632
58650,509,809,38607
58660,509,836,38579
58670,510,829,38590
58680,508,837,38592
58690,508,817,38595
58700,512,807,38591
58710,511,813,38590
58720,512,797,38611
58730,510,806,38605
58740,516,790,38610
58750,518,681,38624
58760,517,706,38643
58770,522,707,38644
58780,519,691,38643
58790,520,715,38643
58800,521,710,38638
58810,519,809,38605
58820,520,781,38608
58830,517,798,38601
58840,518,805,38604
58850,515,830,38608
58860,512,832,38607
58870,515,815,38611
58880,515,794,38605
58890,517,800,38617
58900,519,826,38620
58910,516,746,38619
58920,517,799,38633
58930,517,819,38619
58940,516,824,38628
58950,518,782,38602
58960,516,826,38573
58970,518,842,38586
58980,518,808,38597
58990,518,790,38599
59000,516,822,38597
59010,514,824,38596
59020,517,793,38612
59030,514,826,38614
59040,515,789,38611
59050,517,707,38632
59060,514,588,38646
59070,514,700,38644
59080,509,726,38642
59090,505,726,38635
59100,503,719,38644
59110,501,794,38614
59120,503,799,38600
59130,500,827,38603
59140,499,857,38612
59150,500,813,38604
59160,497,838,38607
59170,500,806,38603
59180,498,799,38611
59190,498,826,38612
59200,499,851,38620
59210,498,752,38616
59220,499,746,38615
59230,498,799,38619
59240,496,810,38620
59250,497,840,38606
59260,496,858,38591
59270,496,810,38590
59280,496,829,38587
59290,496,847,38598
59300,498,827,38595
59310,498,841,38604
59320,500,818,38607
59330,500,844,38597
59340,500,780,38600
59350,499,772,38618
59360,500,718,38636
59370,501,724,38644
59380,500,759,38648
59390,498,679,38644
59400,501,738,38640
59410,502,724,38627
59420,501,781,38612
59430,501,801,38599
59440,503,890,38610
59450,505,806,38607
59460,506,851,38605
59470,507,809,38602
59480,503,820,38601
59490,505,843,38608
59500,508,802,38616
59510,506,783,38611
59520,507,755,38611
59530,507,794,38619
59540,508,824,38625
59550,507,728,38616
59560,505,790,38597
59570,503,738,38584
59580,505,841,38583
59590,502,824,38583
59600,506,850,38596
59610,504,822,38593
59620,501,819,38599
59630,502,831,38601
59640,499,815,38616
59650,502,724,38618
59660,504,709,38641
59670,500,753,38633
59680,501,680,38646
59690,502,707,38638
59700,503,745,38643
59710,504,769,38631
59720,501,794,38613
59730,501,790,38604
59740,502,847,38602
59750,504,771,38603
59760,502,800,38598
59770,504,814,38601
59780,505,841,38599
59790,502,800,38612
59800,505,792,38604
59810,504,791,38622
59820,505,720,38608
59830,505,825,38618
59840,505,824,38620
59850,507,808,38619
59860,510,794,38590
59870,508,821,38581
59880,509,798,38586
59890,509,826,38593
59900,510,838,38601
59910,509,803,38594
59920,506,800,38606
59930,510,788,38610
59940,507,767,38611
59950,510,740,38625
59960,511,725,38641
59970,512,689,38644
59980,514,686,38647
59990,511,720,38643
